fsid,ns_birthplace,parish_search,latitude,longitude,country_API,county_API
218L-W7J,västerbotten sweden,Not identified,65.3337311,16.5161694,Sweden,Västerbotten County
218L-WSS,sdra renbergsvattnet västerbotten sweden,Not identified,64.56429539999999,20.7790636,Sweden,Västerbottens län
21JN-791,bjurholm västerbotten sweden,BJURHOLM,63.9304056,19.2192125,Sweden,Västerbotten County
21M5-6J2,skellefte landsfrsamling västerbotten sweden,SKELLEFTEÅ,64.7517451,20.918945,Sweden,Västerbottens län
21M9-FMS,skellefteå västerbotten sweden,SKELLEFTEÅ,64.750244,20.950917,Sweden,Västerbotten County
21RB-MP2,umea lands västerbotten sweden,UMEÅ LANDS,63.8258471,20.2630354,Sweden,Västerbotten County
21RG-49G,norsjo västerbotten sweden,NORSJÖ,64.9135093,19.4826413,Sweden,Västerbotten County
21RP-F8S,lycksele västerbotten sweden,LYCKSELE,64.5958098,18.6763669,Sweden,Västerbotten County
21TQ-6XZ,sorsele västerbotten sweden,SORSELE,65.5349378,17.5421752,Sweden,Västerbotten County
242B-7Q8,falträsk lycksele västerbotten sweden,LYCKSELE,64.7937728,18.5414598,Sweden,Västerbotten County
243B-H2R,ramsele västerbotten sweden,Not identified,64.05224,19.55015,Sweden,Västerbotten County
243B-HVM,ramsele degerfors västerbotten sweden,DEGEFORS,None,None,None,
24H1-8GZ,sikeå bygdeå västerbotten sverige,BYGDEÅ,None,None,None,
24MR-P91,bodbyn burträsk västerbotten sverige,BURTRÄSK,64.49369,20.7199687,Sweden,Västerbotten County
24RD-13P,burtrsk västerbotten sweden,BURTRÄSK,64.5197907,20.6566773,Sweden,Västerbotten County
24T9-1X7,fredrika västerbotten sweden,FREDRIKA,64.07311179999999,18.3975766,Sweden,Västerbotten County
24TH-M75,dorotea västernorrland sverige,DOROTEA,64.2617939,16.4152338,Sweden,Västerbotten County
267B-5G1,umeå landsförsamling västerbotten sweden,UMEÅ LANDS,63.83162530000001,20.1678587,Sweden,Västerbottens län
267B-5L5,bygdeå västerbotten sweden,BYGDEÅ,64.0590498,20.8544517,Sweden,Västerbotten County
267B-RM4,sävar västerbotten sweden,SÄVAR,63.90081300000001,20.5519791,Sweden,Västerbotten County
267B-TKX,sävar umeå västerbotten sweden,UMEÅ LANDS,63.90081300000001,20.5519791,Sweden,Västerbotten County
26K6-BZV,tålsmark sävar västerbotten sverige,SÄVAR,63.90081300000001,20.5519791,Sweden,Västerbotten County
26K6-FYG,bullmark umealandsforsaml västerbotten sweden,UMEÅ LANDS,63.8293747,20.2896538,Sweden,Västerbottens län
26K6-GSH,gunnismark savar västerbotten sweden,SÄVAR,None,None,None,
26K6-LVF,savar västerbotten sweden,SÄVAR,63.90081300000001,20.5519791,Sweden,Västerbotten County
26K6-PXS,fårträsk malå västerbotten sweden,MALÅ,65.15474170000002,18.6848019,Sweden,Västerbotten County
26K6-RG8,säfvar västerbotten sweden,Not identified,63.90081300000001,20.5519791,Sweden,Västerbotten County
26K6-T6D,malåträsk malå västerbotten sweden,MALÅ,65.1834025,18.7346143,Sweden,Västerbotten County
26K6-YCM,tålsmark västerbotten sweden,Not identified,64.0233385,20.4840297,Sweden,Västerbotten County
26K6-YQV,savar savar västerbottenn sweden,SÄVAR,63.90081300000001,20.5519791,Sweden,Västerbotten County
26K6-YVJ,botsmark västerbotten sweden,Not identified,64.25899,20.2501901,Sweden,Västerbotten County
26KX-M5R,svar västerbotten sweden,SÄVAR,65.3337311,16.5161694,Sweden,Västerbotten County
26KX-MQQ,tväråmark västerbotten sweden,Not identified,63.916667,20.4666671,Sweden,Västerbotten County
26L3-16W,nyby umeå landsförsamling västerbotten sweden,UMEÅ LANDS,63.8248274,20.2752793,Sweden,Västerbottens län
26L3-1HK,sävar västerbotten sverige,SÄVAR,63.90081300000001,20.5519791,Sweden,Västerbotten County
26L8-6KH,västerbotten västerbotten sweden,Not identified,65.3337311,16.5161694,Sweden,Västerbotten County
26LD-6MK,gullmark bygdea sweden,BYGDEÅ,None,None,None,
26LD-8VL,degerfors västerbotten sweden,DEGEFORS,64.2,19.716667,Sweden,Västerbotten County
26LD-XSK,stenmarken nysätra västerbotten sweden,NYSÄTRA (AC-län),64.51251839999999,21.0625056,Sweden,Västerbotten County
26LQ-42X,aspliden lycksele västerbotten sweden,LYCKSELE,None,None,None,
26LQ-713,klabböle umeå landsförs västerbotten sweden,UMEÅ LANDS,63.83162530000001,20.1678587,Sweden,Västerbottens län
26LQ-WGL,umeå landsförs västerbotten sweden,UMEÅ LANDS,63.83162530000001,20.1678587,Sweden,Västerbottens län
26LW-WXT,kvorbevare malå västerbotten sweden,MALÅ,65.18512,18.74907,Sweden,Västerbotten County
271H-SG4,bjurholm västerbotten sverige,BJURHOLM,63.9304056,19.2192125,Sweden,Västerbotten County
271J-F33,skakträsk sorsele sweden,SORSELE,65.5349378,17.5421752,Sweden,Västerbotten County
271Q-HDN,björkberg lycksele västerbotten sweden,LYCKSELE,64.68026,17.81644,Sweden,Västerbotten County
271Q-HMZ,mårdsele lycksele västerbotten sweden,LYCKSELE,64.657906,19.272714,Sweden,Västerbotten County
271Y-NHD,åsele västerbotten sweden,ÅSELE,64.1602339,17.3536149,Sweden,Västerbotten County
2734-5HD,mesele degerfors västerbotten sweden,DEGEFORS,64.2,19.716667,Sweden,Västerbotten County
2734-5SG,of mesele degerfors västerbotten sweden,DEGEFORS,64.2,19.716667,Sweden,Västerbotten County
2734-7GT,buberget degerfors sweden,DEGEFORS,None,None,None,
273H-3PG,granö degerfors västerbotten sweden,DEGEFORS,None,None,None,
273S-6RQ,umea landsforsamling västerbotten sweden,UMEÅ LANDS,63.83162530000001,20.1678587,Sweden,Västerbottens län
273S-JT1,willvattnet burträsk västerbotten sweden,BURTRÄSK,64.5588823,20.1535654,Sweden,Västerbotten County
273Z-TJ9,ljusvattnet burträsk västerbotten sweden,BURTRÄSK,64.6166388,20.5028201,Sweden,Västerbotten County
2746-XZK,umeå västerbotten sweden,UMEÅ LANDS,63.8258471,20.2630354,Sweden,Västerbotten County
274B-61M,nordmaling västerbotten sweden,NORDMALING,63.5671062,19.5050215,Sweden,Västerbotten County
274B-JJK,bygdeå västerbotten sverige,BYGDEÅ,64.0590498,20.8544517,Sweden,Västerbotten County
274R-ZWT,strom bjorkholm västerbotten sweden,Not identified,63.71666699999999,20.2166671,Sweden,Västerbotten County
2782-HY5,ottervattnet bjurholm västerbotten sweden,BJURHOLM,64.0273466,19.1802531,Sweden,Västerbotten County
2785-K5D,byske ytterstfors västerbotten sweden,BYSKE,64.9390756,21.2169952,Sweden,Västerbottens län
278B-WHN,ume västerbotten sweden,Not identified,63.77307,20.32025,Sweden,Västerbotten County
278G-ZKJ,ljusvattnet burtrask västerbotten sweden,ÖRTRÄSK,64.6166388,20.5028201,Sweden,Västerbotten County
278R-CLD,fråstkåge skellefteå västerbotten sweden,SKELLEFTEÅ,64.87104219999999,21.0101159,Sweden,Västerbotten County
278V-945,asen burtrask västerbotten sweden,ÖRTRÄSK,64.5916186,19.9966922,Sweden,Västerbotten County
2794-774,skelleftea västerbotten sweden,SKELLEFTEÅ,64.750244,20.950917,Sweden,Västerbotten County
2794-7Q2,lövånger västerbotten sweden,LÖVÅNGER,64.36894149999999,21.3168482,Sweden,Västerbotten County
2794-7WH,hjoggbole västerbotten sweden,Not identified,64.5890573,20.9395461,Sweden,Västerbotten County
2794-DDL,blattnick sorsele västerbotten sweden,SORSELE,65.53723099999999,17.518416,Sweden,Västerbottens län
2794-QD1,hössjö umeå lfs västerbotten sverige,UMEÅ LANDS,63.8258471,20.2630354,Sweden,Västerbotten County
2794-XB6,blattnicken sorsele västerbotten sweden,SORSELE,65.5349378,17.5421752,Sweden,Västerbotten County
27C9-VJ8,renfors degerfors västerbotten sweden,DEGEFORS,None,None,None,
27CG-89C,malgovik västerbotten sweden,Not identified,64.63958389999999,16.3604208,Sweden,Västerbotten County
27D2-P6B,kaarisuanto västerbotten norrbotten sweden,Not identified,65.9113241,23.3658482,Sweden,Norrbotten County
27DY-2K3,dorotea västerbotten sweden,DOROTEA,64.2617939,16.4152338,Sweden,Västerbotten County
27FD-RSP,skellefteå västerbotten sverige,SKELLEFTEÅ,64.750244,20.950917,Sweden,Västerbotten County
27GN-9YR,mangfarfve norrlunda gotland sweden,Not identified,57.50150350000001,18.6597394,Sweden,Gotlands län
27HR-7JL,hörnefors västerbotten sweden,HÖRNEFORS,63.6235916,19.9083586,Sweden,Västerbotten County
27HS-R36,ljusvattnet burträsk västerbotten sverige,BURTRÄSK,64.6166388,20.5028201,Sweden,Västerbotten County
27HS-Y6Y,burträsk västerbotten sweden,BURTRÄSK,64.5197907,20.6566773,Sweden,Västerbotten County
27HT-C8N,vastertag umea västerbotten sweden,UMEÅ LANDS,63.816667,20.2666669,Sweden,Västerbotten County
27K8-1XP,nordmaling västernorrland sverige,NORDMALING,63.65095569999999,19.3569464,Sweden,Västerbotten County
27KC-PCS,nordmaling nordmaling västerbottens län sweden,NORDMALING,63.5671062,19.5050215,Sweden,Västerbotten County
27Q6-MMQ,holmsund västerbotten sweden,Not identified,63.70738919999999,20.3639178,Sweden,Västerbotten County
27QL-GZS,bygdea västerbotten sweden,BYGDEÅ,64.0590498,20.8544517,Sweden,Västerbotten County
27QV-T45,vänjaurträsk lycksele västerbotten sweden,LYCKSELE,64.2941563,18.6388908,Sweden,Västerbotten County
27R4-8SK,anundsjö västerbotten sverige,Not identified,63.433333,18.1000001,Sweden,Västernorrland County
27S5-FDG,bjursele lycksele västerbotten sweden,LYCKSELE,None,None,None,
27SG-W7C,olofsfors nordmaling västerbotten sweden,NORDMALING,63.58255440000001,19.4664798,Sweden,Västerbotten County
27SJ-65N,nysätra västerbotten sweden,NYSÄTRA (AC-län),64.283333,21.033333,Sweden,Västerbotten County
27SJ-84M,strömbäck västerbotten sweden,Not identified,63.69562999999999,20.21926,Sweden,Västerbotten County
27SJ-CSP,degernäs umeå västerbotten sweden,UMEÅ LANDS,63.7667553,20.2560348,Sweden,Västerbotten County
27SJ-HJ5,strmbck västerbotten sweden,Not identified,63.69562999999999,20.21926,Sweden,Västerbotten County
27SZ-PBZ,råstrand sorsele västerbotten sweden,SORSELE,65.245494,17.9972736,Sweden,Västerbotten County
27TC-VG5,neder torneå västerbotten hernosand norrbotten sweden,Not identified,65.847301,24.1520236,Finland,None
27VL-2NS,tannsele lycksele västerbotten sweden,LYCKSELE,64.5190413,18.765051,Sweden,Västerbotten County
27VL-5JV,umea landsfors västerbotten sweden,UMEÅ LANDS,63.83162530000001,20.1678587,Sweden,Västerbottens län
2849-RKZ,björkberg lycksele vsb sweden,LYCKSELE,64.5913681,18.6925435,Sweden,Västerbottens län
28MK-Q98,näsland bjurholm västerbotten sweden,BJURHOLM,64.0022984,19.1698881,Sweden,Västerbotten County
28MK-SHW,vännäs västerbotten sweden,VÄNNÄS,63.908007,19.752965,Sweden,Västerbotten County
28TD-ZL6,gunnismark västerbotten sweden,Not identified,63.9718621,20.5320503,Sweden,Västerbotten County
297C-DYM,kåsböle 1 lövånger västerbotten sweden,LÖVÅNGER,64.36894149999999,21.3168482,Sweden,Västerbotten County
297C-FSF,lappvattnet nr5 burträsk västerbotten sweden,BURTRÄSK,64.5207339,20.8183031,Sweden,Västerbotten County
297C-FWS,lappvattnet burträsk västerbotten sweden,BURTRÄSK,64.5207339,20.8183031,Sweden,Västerbotten County
297Z-QN2,bodbyn västerbotten sweden,Not identified,64.0037021,20.3919236,Sweden,Västerbotten County
297Z-QVQ,lappvattnet västerbotten sweden,Not identified,64.5207339,20.8183031,Sweden,Västerbotten County
29CP-SGM,lycksele lappmark västerbotten sweden,LYCKSELE,64.8140849,18.875615,Sweden,Västerbotten County
29CT-LSC,djupsjo nordmaling västerbottens sweden,NORDMALING,63.666667,19.433333,Sweden,Västerbotten County
29QN-4F4,graninge västerbotten sweden,Not identified,63.0712679,16.9396816,Sweden,Västernorrland County
29SL-RF7,umeå stadsförsamling västerbotten sweden,UMEÅ STADS,63.8248274,20.2752793,Sweden,Västerbottens län
29SL-RXV,umeå stadsförsamling umeå västerbottens län sweden,UMEÅ STADS,63.8248274,20.2752793,Sweden,Västerbottens län
29SL-Y39,ume landsfrsamling västerbotten sweden,Not identified,63.83162530000001,20.1678587,Sweden,Västerbottens län
29WT-T2B,gunsmark nysätra västerbotten sverige,NYSÄTRA (AC-län),64.283333,21.033333,Sweden,Västerbotten County
2CM9-9XY,obbola västerbotten sweden,Not identified,63.69755499999999,20.3061052,Sweden,Västerbotten County
2CTB-WVM,åselet västerbotten sweden,ÅSELE,65.2252859,20.4387106,Sweden,Västerbotten County
2CY3-4XM,siksele västerbotten sweden,Not identified,64.6971514,19.1437025,Sweden,Västerbotten County
2CY3-KNY,rasktrask lycksele västerbotten sweden,LYCKSELE,64.817297,18.7464836,Sweden,Västerbotten County
2DT2-12R,aspliden hornberget 1 malå västerbotten sweden,MALÅ,65.08333309999999,18.633333,Sweden,Västerbotten County
2DT2-18Y,aspliden 1 hornberget malå västerbotten sweden,MALÅ,65.1,18.6,Sweden,Västerbottens län
2DT2-BCR,aspliden 1 malå västerbotten sweden,MALÅ,65.08333309999999,18.633333,Sweden,Västerbotten County
2DT2-YLG,aspliden malå västerbotten sweden,MALÅ,65.08333309999999,18.633333,Sweden,Västerbotten County
2DTL-WRW,rödåsel västerbotten sweden,Not identified,64.0920987,19.9539296,Sweden,Västerbotten County
2DXR-2HT,degerfors västerbotten sverige,DEGEFORS,64.2,19.716667,Sweden,Västerbotten County
2DXR-GY6,ruskträsk västerbotten sweden,Not identified,64.817297,18.7464836,Sweden,Västerbotten County
2DXR-GYH,ruskträsk sweden,Not identified,64.817297,18.7464836,Sweden,Västerbotten County
2DXR-GYN,rusktrsk västerbotten sweden,Not identified,64.817297,18.7464836,Sweden,Västerbotten County
2DXR-P9S,stryckfors sweden,Not identified,65.1810981,20.634117,Sweden,Västerbotten County
2DXT-8JP,degerfors degerfors vindeln parish västerbotten sweden,VINDELN,64.2,19.716667,Sweden,Västerbotten County
2DXY-NS7,ström tärna vsb sweden,TÄRNA,59.82115859999999,16.7527412,Sweden,Västmanland County
2FR2-8D7,sfvar västerbotten sweden,Not identified,65.3337311,16.5161694,Sweden,Västerbotten County
2H4C-PJY,kattisafvan lycksele västerbotten sweden,LYCKSELE,64.75631560000001,18.1591238,Sweden,Västerbotten County
2H4D-4KH,röbäck västerbotten sweden,Not identified,63.8085758,20.1853762,Sweden,Västerbotten County
2HH7-LZH,öndebyn bygdeå västerbotten sverige,BYGDEÅ,64.0794775,20.8587944,Sweden,Västerbotten County
2HS6-6LG,um gransele lycksele västerbotten sweden,LYCKSELE,64.69517669999999,18.3884796,Sweden,Västerbotten County
2HS6-N6V,ekorrträsk västerbotten sweden,Not identified,64.4986237,19.0483902,Sweden,Västerbotten County
2HS8-GPT,sikeå bygdeå västerbotten sweden,BYGDEÅ,None,None,None,
2J5G-WTL,roback västerbotten sweden,Not identified,63.8085758,20.1853762,Sweden,Västerbotten County
2JGL-X2J,västansjö stensele vsb sweden,STENSELE,61.8805592,16.5344407,Sweden,Gavleborg County
2JGR-BMZ,joeström tärna vsb sweden,TÄRNA,65.7449633,15.0018399,Sweden,Västerbotten County
2JGT-24S,roback umea västerbotten sweden,UMEÅ LANDS,63.8085758,20.1853762,Sweden,Västerbotten County
2JLP-ZWL,åkullsjön västerbotten sweden,Not identified,64.268226,20.4940265,Sweden,Västerbotten County
2JYK-KWX,stensele västerbotten sweden,STENSELE,65.0649864,17.1598298,Sweden,Västerbotten County
2M3Z-8YQ,skäran nysätra västerbotten sweden,NYSÄTRA (AC-län),None,None,None,
2M3Z-Z18,robertsfors västerbotten sweden,ROBERTSFORS,64.191835,20.84891,Sweden,Västerbotten County
2M52-QLT,kasamark västerbotten sweden,Not identified,63.77660299999999,19.9193889,Sweden,Västerbotten County
2M5L-VBS,bjursele lycksele västerbotten sverige,LYCKSELE,None,None,None,
2M5L-VGP,hössjö umeå västerbotten sweden,UMEÅ LANDS,63.78633720000001,19.8625022,Sweden,Västerbotten County
2M5V-2QD,bastuträsk lycksele västerbotten sweden,LYCKSELE,None,None,None,
2M7Z-7CW,åkulla bygdea västerbotten sweden,BYGDEÅ,64.0590498,20.8544517,Sweden,Västerbotten County
2MFX-JJR,stensund sorsele västerbotten sweden,SORSELE,65.4826602,17.4152507,Sweden,Västerbotten County
2MG5-Z42,vanjaurtrask lycksele västerbottens sweden,ÖRTRÄSK,64.2941563,18.6388908,Sweden,Västerbotten County
2MGB-1G4,hertsanger nysatra västerbotten sweden,NYSÄTRA (AC-län),64.2538643,21.0871509,Sweden,Västerbotten County
2MGB-QJS,nordbyn västerbotten sweden,Not identified,63.933333,20.466667,Sweden,Västerbotten County
2MGB-SXB,uttersjön 6 lövånger västerbotten sweden,LÖVÅNGER,64.4842743,21.3823125,Sweden,Västerbotten County
2MGJ-3LN,vilhelmina västerbotten sweden,VILHELMINA,64.624471,16.655497,Sweden,Västerbotten County
2MGT-TJG,skellefte västerbotten sweden,SKELLEFTEÅ,64.750244,20.950917,Sweden,Västerbotten County
2MJ7-CQT,strand umea lands västerbotten sweden,UMEÅ LANDS,63.82637500000001,20.2327346,Sweden,Västerbotten County
2MJ7-QGH,kraddsele sorsele västerbotten sweden,SORSELE,65.8546997,16.5300606,Sweden,Västerbotten County
2MK2-Q45,avon lovonger västerbotten sweden,Not identified,64.326805,21.3137307,Sweden,Västerbotten County
2MK8-9XQ,roda degerfors västerbotten sweden,DEGEFORS,64.2,19.716667,Sweden,Västerbotten County
2MKK-SQ5,overklinten bygdea västerbotten sweden,BYGDEÅ,None,None,None,
2MP5-6SG,fallträsk lycksele västerbotten sweden,LYCKSELE,64.7937728,18.5414598,Sweden,Västerbotten County
2MP5-DTG,fäbodliden lycksele västerbotten sweden,LYCKSELE,64.60283,17.9842201,Sweden,Västerbotten County
2MP5-ZLV,vanjaurtrask lycksele västerbotten sweden,ÖRTRÄSK,64.2941563,18.6388908,Sweden,Västerbotten County
2MP9-2XM,lajksjö västerbotten sweden,Not identified,64.2201716,16.5447455,Sweden,Västerbotten County
2MP9-KB8,västerbotten dorotea sweden,DOROTEA,64.2617939,16.4152338,Sweden,Västerbotten County
2MPK-CM3,burtrask västerbotten sweden,ÖRTRÄSK,64.5197907,20.6566773,Sweden,Västerbotten County
2MPL-J8M,backnas bygdea västerbotten sweden,BYGDEÅ,64.0590498,20.8544517,Sweden,Västerbotten County
2MPS-618,bygdea västerbotten swweden sweden,BYGDEÅ,64.0590498,20.8544517,Sweden,Västerbotten County
2MPS-D65,innervik robersfors västerbotten sweden,Not identified,64.191835,20.84891,Sweden,Västerbotten County
2MQ2-TNL,vänjaurbäck västerbotten sweden,Not identified,64.37550759999999,18.5843124,Sweden,Västerbotten County
2MRQ-41F,ekorrsele degerfors västerbotten sverige,DEGEFORS,None,None,None,
2MRR-LQ3,lyckselle västerbotten sweden,Not identified,64.5958098,18.6763669,Sweden,Västerbotten County
2MT3-76K,bölå umeå västerbotten sverige,UMEÅ LANDS,63.82022240000001,20.3054461,Sweden,Västerbottens län
2Q1M-GPM,svansele västerbotten sweden,Not identified,64.9862093,19.840887,Sweden,Västerbotten County
2S22-K4C,gargnäs västerbotten sweden,Not identified,65.3117995,17.9642562,Sweden,Västerbotten County
2S2L-32F,tväråträsk sorsele västerbotten sweden,SORSELE,65.1433598,17.9815422,Sweden,Västerbotten County
2S4L-HGX,nyland umeå västerbotten sverige,UMEÅ LANDS,63.73649649999999,19.9158522,Sweden,Västerbotten County
2SCH-339,medle 10 skellefteå lfs västerbotten sweden,SKELLEFTEÅ,64.7392048,20.7333682,Sweden,Västerbotten County
2SJ2-JQ7,högbränna sorsele västerbotten sweden,SORSELE,65.40804829999999,18.0951272,Sweden,Västerbotten County
2SJ2-P18,norsjö västerbotten sweden,NORSJÖ,64.9135093,19.4826413,Sweden,Västerbotten County
2SJW-XTD,lillträskudden sorsele västerbotten sweden,SORSELE,65.323061,17.957479,Sweden,Västerbottens län
2SNR-8RB,ruskträsk lycksele västerbotten sweden,LYCKSELE,64.817297,18.7464836,Sweden,Västerbotten County
2SZL-4NX,umea västerbotten sweden,UMEÅ LANDS,63.8258471,20.2630354,Sweden,Västerbotten County
2T15-9PY,mjödvattnet västerbotten sweden,Not identified,64.5201756,20.9586143,Sweden,Västerbotten County
2V2Y-D6K,vannas socken västerbotten sweden,VÄNNÄS,63.908007,19.752965,Sweden,Västerbotten County
2V3P-Z4S,bullmark västerbotten sweden,Not identified,64.0331996,20.4826452,Sweden,Västerbotten County
2V3Y-9ZT,botsmark umeå lands västerbotten sweden,UMEÅ LANDS,64.25899,20.2501901,Sweden,Västerbotten County
2VGR-B9M,fällfors västerbotten sweden,Not identified,65.1256576,20.789993,Sweden,Västerbotten County
2VJR-NYM,strand västerbotten sweden,Not identified,63.86690230000001,19.897737,Sweden,Västerbotten County
2VL8-XLS,kolksele vännäs västerbotten sweden,VÄNNÄS,63.9619152,19.6471251,Sweden,Västerbotten County
2VLZ-G6N,nyby västerbotten sweden,Not identified,63.89999999999999,19.7166671,Sweden,Västerbotten County
2W28-V15,lamfors lycksele västerbotten sweden,LYCKSELE,64.59536609999999,18.6755338,Sweden,Västerbottens län
2W2D-8Q6,maltträsk lycksele västerbotten sverige,LYCKSELE,64.6032159,19.1599399,Sweden,Västerbotten County
2W2D-8Y3,malttrask lycksele västerbotten sweden,LYCKSELE,64.6032159,19.1599399,Sweden,Västerbotten County
2W2X-J1C,maltrask lycksele västerbotten sweden,LYCKSELE,64.6032159,19.1599399,Sweden,Västerbotten County
2W32-TNM,åkullsjön bygdeå västerbotten sweden,BYGDEÅ,None,None,None,
2W3B-79M,umeå sweden,UMEÅ LANDS,63.8258471,20.2630354,Sweden,Västerbotten County
2W3N-DBZ,täfteå umeå landsf västerbotten sweden,UMEÅ LANDS,63.8518321,20.4740307,Sweden,Västerbottens län
2W7J-B9Y,röbäck degerfors västerbotten sweden,DEGEFORS,64.2,19.716667,Sweden,Västerbotten County
2W7N-GHT,gafsele åsele västerbotten sweden,ÅSELE,64.01559689999999,17.2944369,Sweden,Västerbotten County
2W9H-X76,levar nordmaling västerbotten sweden,NORDMALING,63.5797201,19.5320213,Sweden,Västerbotten County
2W9S-7ZJ,tuvträsk västerbotten sweden,Not identified,64.555511,18.5309155,Sweden,Västerbotten County
2WD6-M77,rödå umeå landsförsamling västerbotten sweden,UMEÅ LANDS,63.83162530000001,20.1678587,Sweden,Västerbottens län
2WD8-SX7,brattfors västerbotten sweden,Not identified,63.63915259999999,19.6214907,Sweden,Västerbotten County
2WDD-1YW,rödå vindeln västerbotten sweden,VINDELN,64.0920987,19.9539296,Sweden,Västerbotten County
2WHV-TG2,provaker bjurholm västerbottens sverige,BJURHOLM,64.05,19.0499999,Sweden,Västerbotten County
2WHV-TLR,norrstrom bjurholm västerbottens sverige,BJURHOLM,64.066667,19.0499999,Sweden,Västerbotten County
2WMM-FCC,gafsele asele västerbotten sweden,ÅSELE,64.01559689999999,17.2944369,Sweden,Västerbotten County
2WN5-LM6,klose nordmaling västerbotten sweden,NORDMALING,63.66182000000001,19.2616699,Sweden,Västerbotten County
2WNJ-PDN,örträsk lycksele västerbotten sverige,ÖRTRÄSK,64.13351159999999,18.9852541,Sweden,Västerbotten County
2WNL-3N9,burträsk västerbotten sverige,BURTRÄSK,64.5197907,20.6566773,Sweden,Västerbotten County
2WNR-CR8,brattsbacka västerbotten sweden,Not identified,63.7972,19.19461,Sweden,Västerbotten County
2WPT-SRH,kolksele vannas sweden,VÄNNÄS,63.9619152,19.6471251,Sweden,Västerbotten County
2WRB-ZBZ,jorn västerbotten sweden,Not identified,65.0576818,20.0345638,Sweden,Västerbotten County
2Y5L-VZR,asele västerbotten sweden,ÅSELE,64.1602339,17.3536149,Sweden,Västerbotten County
2YGB-W1X,saxnäs sorsele västerbotten sweden,SORSELE,65.4365225,17.5091222,Sweden,Västerbotten County
2YRS-1TY,bahlsjo bjurholm västerbotten sweden,BJURHOLM,63.9250896,19.0507093,Sweden,Västerbotten County
2Z3C-1V1,holmsund västerbotten sweden6992,Not identified,63.70738919999999,20.3639178,Sweden,Västerbotten County
2Z3D-64V,ankarsund stensele vsb sweden,STENSELE,65.0653781,17.1642006,Sweden,Västerbottens län
2Z3D-6JV,ankarsund stensele västerbotten sverige,STENSELE,None,None,None,
2Z3J-5HZ,hummelholm västerbotten sweden,Not identified,63.72917279999999,19.5077274,Sweden,Västerbotten County
2Z3R-6RR,skivsjö västerbotten sweden,Not identified,64.109032,19.3301925,Sweden,Västerbotten County
2Z3S-73C,malltrask lycksele västerbotten sweden,LYCKSELE,64.6032159,19.1599399,Sweden,Västerbotten County
2Z3S-QLB,bostallslose sorsele västerbotten sweden,SORSELE,65.5349378,17.5421752,Sweden,Västerbotten County
2Z3T-BNP,brattsbacka nordmaling västerbotten sweden,NORDMALING,63.7972,19.19461,Sweden,Västerbotten County
2Z6W-92K,gran sorsele västerbotten sweden,SORSELE,None,None,None,
2Z7X-H2X,vänfors umeå landsförs västerbotten sweden,UMEÅ LANDS,63.83162530000001,20.1678587,Sweden,Västerbottens län
2Z8Q-KS8,skivsjo degerfors västerbotten sweden,DEGEFORS,None,None,None,
2Z8Q-VP7,skivsj västerbotten sweden,Not identified,64.109032,19.3301925,Sweden,Västerbotten County
2Z96-NXW,lidsträsk västerbotten sweden,Not identified,64.7377193,19.8277145,Sweden,Västerbotten County
2Z96-P8Q,umeå landsförsamling umeå västerbotten sverige,UMEÅ LANDS,63.83162530000001,20.1678587,Sweden,Västerbottens län
2Z98-YPF,flurkmark umeå landsf västerbotten sweden,UMEÅ LANDS,63.9564639,20.3264975,Sweden,Västerbotten County
2Z9C-YHB,backfors bjurholm västerbotten sweden,BJURHOLM,None,None,None,
2ZS7-BZL,kussion umeå västerbotten sweden,UMEÅ LANDS,63.8248274,20.2752793,Sweden,Västerbottens län
2ZS7-RCS,tavelsj västerbotten sweden,Not identified,64.03699259999999,20.0478102,Sweden,Västerbotten County
2ZS7-RKJ,hertsånger nysätra västerbotten sweden,NYSÄTRA (AC-län),64.2490701,21.0929788,Sweden,Västerbottens län
2ZSD-RGB,torrbole normaling västerbotten sweden,NORDMALING,63.7068011,19.58991,Sweden,Västerbotten County
2ZX9-1LM,vapsten stensele västerbotten sweden,STENSELE,65.0649864,17.1598298,Sweden,Västerbotten County
4ZNQ-QGG,bjurholm degerfors västerbotten sweden,DEGEFORS,None,None,None,
937R-QHY,husforhorslangd bjurholm västerbottens sweden,BJURHOLM,40.7701936,-111.8945042,United States,Utah
93BM-RNS,siksele lycksele västerbotten sweden,LYCKSELE,64.6971514,19.1437025,Sweden,Västerbotten County
93BN-CVN,skinnarbyn bygdeå västerbotten sweden,BYGDEÅ,64.066667,20.8499999,Sweden,Västerbotten County
93D5-MZZ,vitvattnet västerbotten sweden,Not identified,63.91277770000001,19.38965,Sweden,Västerbotten County
93D9-2KL,norrmjöle västerbotten sweden,Not identified,63.66871140000001,20.1178752,Sweden,Västerbotten County
93PW-W4H,wilhelmina wasterbotten sweden,Not identified,64.624471,16.655497,Sweden,Västerbotten County
93R7-459,westerteg umeå lands västerbotten sweden,UMEÅ LANDS,63.816667,20.2666669,Sweden,Västerbotten County
93T8-687,bola umeå landsförs västerbotten sweden,UMEÅ LANDS,63.83162530000001,20.1678587,Sweden,Västerbottens län
93V4-D26,haknas sag nordmaling västerbotten sverige,NORDMALING,63.57241329999999,19.6650323,Sweden,Västerbotten County
93V4-DF2,nordmaling västerbotten sverige,NORDMALING,63.5671062,19.5050215,Sweden,Västerbotten County
93V4-DG6,anundsjö västernorrland sverige,Not identified,63.433333,18.1000001,Sweden,Västernorrland County
