fsid,ns_birthplace,parish_search,latitude,longitude,country_API,county_API
KLJT-XL9,småbacka västerbotten sweden,Not identified,64.443811,20.8268453,Sweden,Västerbotten County
KLJV-RCB,roback umeålandsforsamling västerbotten sweden,UMEÅ LANDS,63.83162530000001,20.1678587,Sweden,Västerbottens län
KLL5-NGV,bissjön lövånger västerbotten sweden,LÖVÅNGER,64.421876,21.2086731,Sweden,Västerbotten County
KLL5-NJL,mångbyn lövånger västerbotten sweden,LÖVÅNGER,64.40220409999999,21.2899578,Sweden,Västerbotten County
KLLD-GG4,rusksele lycksele vsb sweden,LYCKSELE,64.8141361,18.8960285,Sweden,Västerbottens län
KLLD-P3Y,wormsele lycksele västerbotten sweden,LYCKSELE,64.90333249999999,18.6921154,Sweden,Västerbotten County
KLLD-T24,vormsele lycksele vsb sverige,LYCKSELE,64.90333249999999,18.6921154,Sweden,Västerbotten County
KLLJ-FMG,hällfors burträsk västerbotten sweden,BURTRÄSK,None,None,None,
KLLK-66B,dorothea västernorrland sweden,DOROTEA,64.2617939,16.4152338,Sweden,Västerbotten County
KLLR-4HG,villvattnet burträsk västerbotten sweden,BURTRÄSK,64.5588823,20.1535654,Sweden,Västerbotten County
KLLR-JBT,långsele lycksele västerbotten sweden,LYCKSELE,64.3015099,18.8166801,Sweden,Västerbotten County
KLLT-NMV,bastrutrask lycksele västerbotten sweden,LYCKSELE,64.59536609999999,18.6755338,Sweden,Västerbottens län
KLLT-S7D,torftrask lycksele västerbotten sweden,LYCKSELE,64.59536609999999,18.6755338,Sweden,Västerbottens län
KLLZ-D4W,hemmingen norsjo parish västerbotten sweden,NORSJÖ,64.9135093,19.4826413,Sweden,Västerbotten County
KLM9-TWP,vargträsk västerbotten sweden,Not identified,64.2116345,18.6376285,Sweden,Västerbotten County
KLMS-YNK,vargträsk lycksele västerbotten sweden,LYCKSELE,64.2116345,18.6376285,Sweden,Västerbotten County
KLQ9-6XK,backliden burtrask västerbotten sweden,ÖRTRÄSK,None,None,None,
KLQM-DQ4,backmark stensele västerbotten sweden,STENSELE,None,None,None,
KLSM-WVP,oberklinton bygdea västerbotten sweden,BYGDEÅ,64.0631149,20.8624946,Sweden,Västerbottens län
KLV3-FF1,sörmjöle umeå landsförsamling västerbotten sweden,UMEÅ LANDS,63.8248274,20.2752793,Sweden,Västerbottens län
KLXN-XM4,gräsmyr västerbotten sverige,Not identified,63.7730443,19.6386944,Sweden,Västerbotten County
KLXP-F6Q,brännland västerbotten sweden,Not identified,63.8796695,20.0554473,Sweden,Västerbotten County
KLXP-F82,brännland umeålandsforsamling västerbotten sweden,UMEÅ LANDS,63.83162530000001,20.1678587,Sweden,Västerbottens län
KLY9-2JB,renbergsvattnet burträsk västerbottev sverige,BURTRÄSK,64.56429539999999,20.7790636,Sweden,Västerbottens län
KLYD-325,sjulsmark bygdeå västerbotten sverige,BYGDEÅ,None,None,None,
KLYD-7N3,robertsfors bruksf bygdea västerbotten sweden,ROBERTSFORS,64.0590498,20.8544517,Sweden,Västerbotten County
KLYL-HCW,maltträsk västerbotten sweden,Not identified,64.6032159,19.1599399,Sweden,Västerbotten County
KLYL-HJV,restrand sorsele västerbotten sweden,SORSELE,65.5337904,17.5402714,Sweden,Västerbottens län
KLYS-VGC,strand umeå landsf västerbotten sverige,UMEÅ LANDS,63.83162530000001,20.1678587,Sweden,Västerbottens län
KLZ1-69Z,rnns västerbotten sweden,Not identified,63.82022240000001,20.3054461,Sweden,Västerbottens län
KN1C-MDF,braxträsk norsjö västerbotten sweden,NORSJÖ,64.9087172,19.9102107,Sweden,Västerbotten County
KN1Y-HXZ,tavelsjo umea lands västerbotten sweden,UMEÅ LANDS,64.03699259999999,20.0478102,Sweden,Västerbotten County
KN35-ZD5,hednäs västerbotten sweden,Not identified,65.1724741,20.8736156,Sweden,Västerbotten County
KN37-T1L,ekorrsjö lycksele västerbotten sverige,LYCKSELE,64.5089878,19.0188154,Sweden,Västerbotten County
KN3Q-RTX,brattfors sävar västerbotten sweden,SÄVAR,64.1804599,20.3038237,Sweden,Västerbotten County
KN3Q-T1W,nyastra västerbotten sweden,Not identified,64.283333,21.033333,Sweden,Västerbotten County
KN3X-X39,vilhelmina norrbotten sverige,VILHELMINA,66.36628340000001,20.9528941,Sweden,Norrbottens län
KN3Z-N11,mortselet asplund norsjö västerbotten sweden,NORSJÖ,65.333333,18.583333,Sweden,Västerbotten County
KN42-1GH,hyngelsbole nordmaling västerbotten sweden,NORDMALING,63.6,19.3166671,Sweden,Västerbotten County
KN46-7W5,orrböle nordmaling västerbottens sweden,NORDMALING,63.71726990000001,19.3292916,Sweden,Västerbotten County
KN4J-JL1,fallbäck degerfors västerbotten sweden,DEGEFORS,64.2,19.716667,Sweden,Västerbotten County
KN4J-P7P,pengsjö umeå landsförs västerbotten sweden,UMEÅ LANDS,63.83162530000001,20.1678587,Sweden,Västerbottens län
KN4W-RC4,gertsjaur sorsele västerbotten sweden,SORSELE,65.8581695,17.159858,Sweden,None
KN68-11Z,swe vsb stensele västerbotten sweden,STENSELE,65.0649864,17.1598298,Sweden,Västerbotten County
KN68-SF6,strömsund stensele västerbotten sverige,STENSELE,None,None,None,
KN6H-9GK,westerasen fors jämtland västerbotten sweden,Not identified,62.981212,16.636933,Sweden,Jämtlands län
KN6T-TKK,mjsj västerbotten sweden,Not identified,64.7991433,18.3068519,Sweden,Västerbotten County
KN6V-S6H,stensele stensele vsb sweden,STENSELE,65.0649864,17.1598298,Sweden,Västerbotten County
KN77-NZR,norrstrom bjurholm bottn sweden,BJURHOLM,63.9110844,19.0877663,Sweden,Västerbottens län
KN7S-CXR,tansele lycksele västerbotten sweden,LYCKSELE,64.5190413,18.765051,Sweden,Västerbotten County
KN7W-G56,granöhn degerfors verstbotten sweden,DEGEFORS,59.2291974,14.4407131,Sweden,Örebro län
KN8B-PPV,risåträsk burträsk västerbotten sweden,BURTRÄSK,64.62828,20.0534185,Sweden,Västerbotten County
KNDC-BW1,brån vännäs västerbotten sweden,VÄNNÄS,63.90985860000001,19.8544178,Sweden,Västerbottens län
KNDC-KTL,vilhelmina vsb sweden,VILHELMINA,64.624471,16.655497,Sweden,Västerbotten County
KNDD-MRP,bran sweden,Not identified,63.90985860000001,19.8544178,Sweden,Västerbottens län
KNF4-5G6,näsvattnet stensele vsb sweden,STENSELE,65.0460627,16.8550175,Sweden,Västerbotten County
KNF8-XBF,umgransele lycksele västerbotten sverige,LYCKSELE,64.69517669999999,18.3884796,Sweden,Västerbotten County
KNH4-RZY,helsingborg degerfors västerbotten sweden,DEGEFORS,None,None,None,
KNH6-NT6,borgsjön åsele västerbotten sweden,ÅSELE,64.1945107,17.7941983,Sweden,Västerbotten County
KNH8-K1N,armsjön åsele västerbotten sweden,ÅSELE,64.2376,17.9157947,Sweden,Västerbotten County
KNJ5-98C,attontrask lycksele västerbotten sweden,LYCKSELE,64.4242369,18.0588839,Sweden,Västerbotten County
KNJD-64G,sandsele sorsele sverige,SORSELE,65.2993252,17.6649713,Sweden,Västerbotten County
KNN9-L8D,sörmjöle sweden,Not identified,63.68056550000001,20.0079099,Sweden,Västerbotten County
KNNN-MJB,sormjōle sweden,Not identified,63.68056550000001,20.0079099,Sweden,Västerbotten County
KNNN-MPH,slösböck sweden,Not identified,None,None,None,
KNQ9-D2J,tvärålund västerbotten sweden,Not identified,64.09241000000002,19.66523,Sweden,Västerbotten County
KNQC-TSX,tuvträsk sweden,Not identified,64.555511,18.5309155,Sweden,Västerbotten County
KNQG-LVW,bjorksele västerbotten sweden,Not identified,64.9873083,18.5133434,Sweden,Västerbotten County
KNQP-DXT,hornsjo nordmaling västerbotten sweden,NORDMALING,63.80104999999999,19.52614,Sweden,Västerbotten County
KNQR-B7K,fornas asele västerbotten sweden,ÅSELE,64.11666699999999,16.966667,Sweden,Västerbotten County
KNS2-FYS,djakneboda bygdea västerbotten sweden,BYGDEÅ,63.9986947,20.7989342,Sweden,Västerbotten County
KNS4-CB5,tallberg nordmalings västerbotten sweden,NORDMALING,63.78460620000001,19.3771201,Sweden,Västerbotten County
KNS5-1SH,vastansjo bjurholm västerbotten sweden,BJURHOLM,64.06210650000001,19.2745884,Sweden,Västerbotten County
KNSH-PXT,kolaboda brande västerbotten sweden,Not identified,None,None,None,
KNSL-CBS,sikfors burtrask västerbotten sweden,ÖRTRÄSK,None,None,None,
KNSN-QF9,gummark västerbotten sverige,Not identified,64.6743104,20.801383,Sweden,Västerbotten County
KNST-13R,tjäl asele västerbotten sweden,ÅSELE,None,None,None,
KNST-VJ4,tarna västerbotten sweden,TÄRNA,65.7102325,15.2617847,Sweden,Västerbottens län
KNSW-T9V,sjobranet 1 degerfors bottn sweden,DEGEFORS,64.380033,19.7693911,Sweden,Västerbotten County
KNSX-X77,hallnas degerfors västerbotten sweden,DEGEFORS,None,None,None,
KNV7-BKJ,knaften lycksele vsb sweden,LYCKSELE,64.44774629999999,18.6357373,Sweden,Västerbottens län
KNVH-1LP,karlbacka vilhelmina sweden,VILHELMINA,64.6250518,16.5625112,Sweden,Västerbotten County
KNVH-TSX,långbäck stensele västerbotten sweden,STENSELE,None,None,None,
KNVR-4CH,mjödvattnet burträsk västerbotten sweden,BURTRÄSK,None,None,None,
KNWB-3FR,bjertin nordmaling västerbottens sweden,NORDMALING,63.5679223,19.4941537,Sweden,Västerbottens län
KNWB-5XJ,bjarten västerbotten sweden,Not identified,63.8351924,18.9907943,Sweden,Västerbottens län
KNWJ-S6Z,mjösjö nordmaling västerbotten sweden,NORDMALING,63.73252129999999,19.1597093,Sweden,Västerbottens län
KNWQ-W1H,lycksele fors västerbotten sweden,LYCKSELE,64.5958098,18.6763669,Sweden,Västerbotten County
KNX1-T85,umeå umea lands västerbotten sweden,UMEÅ LANDS,63.8258471,20.2630354,Sweden,Västerbotten County
KNX1-TDC,sörmjöle hörnefors västerbotten sweden,HÖRNEFORS,63.6235916,19.9083586,Sweden,Västerbotten County
KNX1-TDP,vāsterhiske umeå sweden,UMEÅ LANDS,63.836251,20.189145,Sweden,Västerbottens län
KNX1-TZ8,bäcken umeå landsförs västerbotten sweden,UMEÅ LANDS,63.83162530000001,20.1678587,Sweden,Västerbottens län
KNXX-C2T,bäcksele vilhelmina västerbotten sweden,VILHELMINA,64.62762190000001,16.8817428,Sweden,Västerbotten County
KNYF-K6C,bäsksjön vilhelmina vsb sweden,VILHELMINA,45.3998895,-75.7059139,Canada,Ontario
KNYK-QXF,bergnäs västerbotten sweden,Not identified,65.84389569999999,17.1712385,Sweden,Västerbotten County
KNZ4-2SR,rusksele norsjö västerbotten sweden,NORSJÖ,None,None,None,
KNZ4-K17,mensträsk norsjö västerbotten sverige,NORSJÖ,65.07710999999999,19.4231901,Sweden,Västerbotten County
KNZ7-9R4,bergvall degerfors västerbotten sweden,DEGEFORS,64.2,19.716667,Sweden,Västerbotten County
KNZ7-PBZ,gubbtrask lycksele västerbotten sweden,LYCKSELE,65.06666670000001,18.0666668,Sweden,Västerbottens län
KNZ7-S6P,hjukensj västerbotten sweden,Not identified,64.3130697,19.5833488,Sweden,Västerbotten County
KNZH-19W,villvattnet butrask västerbotten sweden,Not identified,64.5588823,20.1535654,Sweden,Västerbotten County
KNZX-536,hummelholm nordmaling västerbotten sverige,NORDMALING,63.72917279999999,19.5077274,Sweden,Västerbotten County
KNZX-5SR,långed nordmaling västerbotten sverige,NORDMALING,63.6036816,19.6737152,Sweden,Västerbotten County
KP32-38M,flurkmark umeå lands västerbotten sweden,UMEÅ LANDS,63.9825556,20.240335,Sweden,Västerbotten County
KP3B-MXQ,mörttjärn malå västerbotten sweden,MALÅ,65.2741638,19.0466908,Sweden,Västerbotten County
KP3B-YQQ,gran umeå landsförs västerbotten sweden,UMEÅ LANDS,63.83162530000001,20.1678587,Sweden,Västerbottens län
KP3K-SPW,bodbysund burtrask vbt sweden,ÖRTRÄSK,64.4843115,20.7331313,Sweden,Västerbotten County
KP3N-9GN,mjodvattnet västerbotten sweden,Not identified,64.5201756,20.9586143,Sweden,Västerbotten County
KP42-KHR,tväråträsk degerfors västerbotten sweden,DEGEFORS,None,None,None,
KPH7-Y1H,osternoret asele västerbotten sweden,ÅSELE,64.09024,17.337,Sweden,Västerbotten County
KPQ5-5K1,fisktjärnsliden burträsk västerbotten sweden,BURTRÄSK,64.62828,20.0534185,Sweden,Västerbotten County
KPQ6-G9K,fällforsen bygdea västerbotten sweden,BYGDEÅ,None,None,None,
KPQ8-JJ5,johannisfors västerbotten sweden,Not identified,60.3449389,18.2104603,Sweden,Uppsala County
KPSK-ZWY,sandsele västerbotten sweden,Not identified,65.2993252,17.6649713,Sweden,Västerbotten County
KPW9-4LV,vindelgransele lycksele västerbotten sweden,LYCKSELE,65.1077806,18.3049094,Sweden,Västerbotten County
KPWJ-Y5N,logde normaling västerbotten sweden,NORDMALING,63.55496,19.42751,Sweden,Västerbotten County
KT7V-P3D,blattrik sorsele västerbotten sweden,SORSELE,65.5349378,17.5421752,Sweden,Västerbotten County
KT7X-SJ2,lycksele parrish lappmark västerbotten sweden,LYCKSELE,64.5958098,18.6763669,Sweden,Västerbotten County
KTCY-Y5Q,bjurön lövänger västerbotten sweden,Not identified,64.4405673,21.5045056,Sweden,Västerbotten County
KV21-GLN,stöcksjö umeå lands västerbotten sverige,UMEÅ LANDS,63.7776783,20.1782515,Sweden,Västerbotten County
KV28-MQ2,stöcke umeå västerbotten sverige,UMEÅ LANDS,63.74071619999999,20.2296324,Sweden,Västerbotten County
KV2J-9TZ,juktån sorsele västerbotten sweden,SORSELE,65.1209933,17.8268687,Sweden,Västerbottens län
KV2J-D5F,gautsträsk ammarnäs västerbotten sweden,Not identified,65.9512286,16.2736744,Sweden,Västerbottens län
KV2L-M7B,westansjo umea landsf västerbotten sverige,UMEÅ LANDS,63.9533454,20.0226636,Sweden,Västerbotten County
KV2L-SVG,rönnholm västerbotten sweden,Not identified,63.50434629999999,19.3943857,Sweden,Västerbotten County
KV2M-NYK,åkulla västerbotten sverige,Not identified,64.101278,20.7202326,Sweden,Västerbotten County
KV2M-R7J,åckullsjön bygdeå västerbotten sweden,BYGDEÅ,64.0631149,20.8624946,Sweden,Västerbottens län
KV2T-2VJ,järvsjö vilhelmina västerbotten sweden,VILHELMINA,64.6248805,17.236427,Sweden,Västerbotten County
KV2T-GW3,hosjovallen burtrask vbt sweden,ÖRTRÄSK,64.5197907,20.6566773,Sweden,Västerbotten County
KV2W-HB5,langsele dorotea parish västerbotten sweden,DOROTEA,64.3015099,18.8166801,Sweden,Västerbotten County
KV2X-4TT,kraddsele västerbotten sweden,Not identified,65.8546997,16.5300606,Sweden,Västerbotten County
KV2X-CS8,tjärnberg västerbotten sweden,Not identified,64.9374105,19.6372556,Sweden,Västerbotten County
KV2X-HN4,nordsjö västerbotten sweden,Not identified,63.73333299999999,19.0666671,Sweden,Västerbotten County
KV2X-NCZ,kabbnäs sorsele västerbotten sweden,SORSELE,65.947723,16.254257,Sweden,Västerbottens län
KV36-BGH,brannland umealandsforsaml västerbottenslan sweden,UMEÅ LANDS,63.9185998,19.8321423,Sweden,Västerbottens län
KVFL-MSH,granon degerfors västerbotten sweden,DEGEFORS,None,None,None,
KVG5-BX2,gärde löfånger västerbotten sweden,Not identified,64.3882938,21.317184,Sweden,Västerbotten County
KVG8-CYB,innersjön västerbotten sweden,Not identified,64.3852383,20.2212601,Sweden,Västerbottens län
KVGF-W68,hacksjön vilhelmina västerbotten sweden,VILHELMINA,64.55144539999999,17.381477,Sweden,Västerbotten County
KVGQ-DPV,lajksjo asele västerbotten sweden,ÅSELE,None,None,None,
KVGQ-KXK,lajksjö dorotea lappland sverige,DOROTEA,64.2617939,16.4152338,Sweden,Västerbotten County
KVGQ-KZQ,laiksjön dorotea västerbotten sweden,DOROTEA,64.23672359999999,16.52186,Sweden,Västerbottens län
KVGX-2ZX,lappvattnet burtrask vbt sweden,ÖRTRÄSK,64.5207339,20.8183031,Sweden,Västerbotten County
KVJ5-5V5,lycksele västerbotten suécia sweden,LYCKSELE,64.5958098,18.6763669,Sweden,Västerbotten County
KVJT-L43,hösjövallen västerbotten sweden,Not identified,65.3337311,16.5161694,Sweden,Västerbotten County
KVK2-4J9,vännäsby västerbotten sweden,VÄNNÄS,63.908007,19.752965,Sweden,Västerbotten County
KVKD-GJ1,storliden norsjö västerbotten sverige,NORSJÖ,64.9447197,19.4804288,Sweden,Västerbotten County
KVKD-GN9,storlien norsjo västerbotten sweden,NORSJÖ,None,None,None,
KVKP-NV4,holmön umeå västerbotten sverige,UMEÅ LANDS,63.80035909999999,20.8654204,Sweden,Västerbotten County
KVKP-ZL2,ullbergsträsk skellefteå lfs västerbotten sweden,SKELLEFTEÅ,64.7517451,20.918945,Sweden,Västerbottens län
KVKV-F54,akullsjon bygdea västerbotten sweden,BYGDEÅ,None,None,None,
KVKV-NJ8,gulltjärn bygdea västerbotten sweden,BYGDEÅ,64.0590498,20.8544517,Sweden,Västerbotten County
KVKV-Q5Z,klappmark umeå västerbotten sweden,UMEÅ LANDS,64.095376,20.3786466,Sweden,Västerbotten County
KVL6-GTL,norsjö skellefteå västerbotten sweden,SKELLEFTEÅ,64.9145775,19.4976921,Sweden,Västerbotten County
KVL6-VYP,skursjön burträsk västerbotten sverige,BURTRÄSK,64.515866,20.6964838,Sweden,Västerbottens län
KVL7-3ZN,risåträsk burtrask västerbotten sweden,ÖRTRÄSK,64.62828,20.0534185,Sweden,Västerbotten County
KVL7-9B6,norsjo skelleftea prsh västerbotten sweden,SKELLEFTEÅ,65.0272306,19.0247556,Sweden,Västerbottens län
KVL9-755,hemsta västerbotten sweden,Not identified,64.35,18.0666669,Sweden,Västerbotten County
KVLJ-663,brattby umeå lands västerbotten sverige,UMEÅ LANDS,63.9053234,19.8876688,Sweden,Västerbotten County
KVLJ-VVX,tväråmark umea lands västerbotten sweden,UMEÅ LANDS,63.916667,20.4666671,Sweden,Västerbotten County
KVLM-5LF,klabböle umea lands västerbotten sweden,UMEÅ LANDS,63.82961779999999,20.1141841,Sweden,Västerbotten County
KVLN-YXF,lögda åsele västerbotten sverige,ÅSELE,64.1367635,18.3514479,Sweden,Västerbotten County
KVLY-T3N,yxsjö åsele västerbotten sverige,ÅSELE,64.2799332,17.5137792,Sweden,Västerbotten County
KVPC-YC3,kamsjon degerfors västerbotten sweden,DEGEFORS,None,None,None,
KVPX-BXQ,andersvattnet burträsk västerbotten sverige,BURTRÄSK,64.39999999999999,20.6166669,Sweden,Västerbotten County
KVS5-2Y5,järvsjön stensele västerbotten sweden,STENSELE,None,None,None,
KVS5-GSD,vilasund tärna västerbotten sweden,TÄRNA,None,None,None,
KVSB-7CC,degerfors degerfors sweden,DEGEFORS,59.2391027,14.4339179,Sweden,Örebro County
KVV3-75P,täfteå sävar västerbotten sverige,SÄVAR,63.8373401,20.4834166,Sweden,Västerbotten County
KVV8-CSC,stenfors västerbotten sweden,Not identified,64.4003941,20.7021004,Sweden,Västerbotten County
KVV8-HVG,taeftea saevar västerbotten sweden,Not identified,63.8373401,20.4834166,Sweden,Västerbotten County
KVVQ-NP2,uttersjön 3 lövånger västerbotten sweden,LÖVÅNGER,64.4842743,21.3823125,Sweden,Västerbotten County
KVVQ-NPG,nordbyn 5 lövånger västerbotten sweden,LÖVÅNGER,63.933333,20.466667,Sweden,Västerbotten County
KVYM-3T5,innervik skellefte västerbotten sweden,SKELLEFTEÅ,64.70649999999999,21.11815,Sweden,Västerbotten County
KW8F-PNB,umea westerboten sweden,UMEÅ LANDS,63.8258471,20.2630354,Sweden,Västerbotten County
KW8S-W6M,bullmark sävar västerbotten sweden,SÄVAR,63.90081300000001,20.5519791,Sweden,Västerbotten County
KWCF-HHZ,tjälen västerbotten sweden,Not identified,64.6333329,15.216667,Sweden,Västerbotten County
KWFH-VX3,skråmträsk västerbotten sweden,Not identified,64.6868698,20.6013668,Sweden,Västerbotten County
KWJF-834,overboda umea stad västerbotten sweden,UMEÅ LANDS,63.8515786,19.9270122,Sweden,Västerbotten County
KWJF-Z2W,brannland västerbotten sverige,Not identified,63.8796695,20.0554473,Sweden,Västerbotten County
KWJJ-LRN,rickleå bygdeå västerbottens sverige,BYGDEÅ,64.0590498,20.8544517,Sweden,Västerbotten County
KWJX-LNY,vinlidsberg stensele västerbotten sweden,STENSELE,65.018864,17.0629149,Sweden,Västerbottens län
KWV9-MJD,hissjon umeå västerbotten sweden,UMEÅ LANDS,63.93663970000001,20.1609841,Sweden,Västerbotten County
KWVM-FTB,hissjon umeå kommun västerbottens sweden,UMEÅ LANDS,63.93663970000001,20.1609841,Sweden,Västerbotten County
KWXK-XF5,umea vasterhotten sweden,UMEÅ LANDS,63.8258471,20.2630354,Sweden,Västerbotten County
KWYC-D5D,insjön västerbotten sweden,Not identified,64.3921014,17.4914916,Sweden,Västerbotten County
KWYV-KBV,grubbe umeå västerbotten sweden,UMEÅ LANDS,63.833333,20.183333,Sweden,Västerbotten County
KWYW-962,aabborrtjärn degerfors botten sweden,DEGEFORS,59.2291974,14.4407131,Sweden,Örebro län
KWZF-Q2B,grubbe umea stad västerbotten sweden,UMEÅ LANDS,63.833333,20.183333,Sweden,Västerbotten County
KWZF-QR7,umeå umeå kommun västerbottens sweden,UMEÅ LANDS,63.8258471,20.2630354,Sweden,Västerbotten County
KX5C-WCG,lycksele västerbottenotten sweden,LYCKSELE,64.5958098,18.6763669,Sweden,Västerbotten County
KXJ3-6FS,daglösen 1 lövånger västerbotten sweden,LÖVÅNGER,59.64464999999999,14.1860501,Sweden,Varmland County
KXJX-SGM,edfastmark bygdea västerbottens sweden,BYGDEÅ,64.0631149,20.8624946,Sweden,Västerbottens län
KXLL-7KR,medle rote 73 lundström skellefteå lfs västerbotten sweden,SKELLEFTEÅ,64.7392048,20.7333682,Sweden,Västerbotten County
KXZR-GSJ,norrbyskr västerbotten sweden,Not identified,63.55636,19.8749299,Sweden,Västerbotten County
KZ12-F4S,hornefors västerbotten sverige,HÖRNEFORS,63.6235916,19.9083586,Sweden,Västerbotten County
KZ1N-42T,rodås bygdeå västerbotten sweden,BYGDEÅ,64.0631149,20.8624946,Sweden,Västerbottens län
KZ26-15G,bjenberg umeå lands västerbotten sweden,UMEÅ LANDS,63.70270779999999,19.8107862,Sweden,Västerbotten County
KZ29-VDL,bjurträsk västerbotten sweden,Not identified,64.9710449,19.7146122,Sweden,Västerbotten County
KZ2F-6GV,hoglunda degerfors västerbotten sweden,DEGEFORS,None,None,None,
KZ36-VRC,rödånäs västerbotten sweden,Not identified,64.1093525,19.9648644,Sweden,Västerbotten County
KZ37-D6X,dalsajo vilhelmina västerbotten sweden,VILHELMINA,64.5637019,16.8948073,Sweden,Västerbotten County
KZ3B-54M,gubböle umeå lfs sweden,UMEÅ LANDS,63.8947533,19.9238184,Sweden,Västerbotten County
KZ41-HQR,rusksele lycksele vasterbotin sweden,LYCKSELE,64.8140849,18.875615,Sweden,Västerbotten County
KZ42-X6T,tafle umeå västerbotten sweden,UMEÅ LANDS,63.8293747,20.2896538,Sweden,Västerbottens län
KZ43-DGV,kyrkbordet skellefteå lfs sweden,SKELLEFTEÅ,64.750244,20.950917,Sweden,Västerbotten County
KZ48-1R3,nybyn nysätra västerbotten sverige,NYSÄTRA (AC-län),None,None,None,
KZ4D-6TC,björnlandsbäck vännäs sweden,VÄNNÄS,63.815367,19.629377,Sweden,Västerbottens län
KZ4M-6QT,fjällbyn 8 lövånger västerbotten sweden,LÖVÅNGER,64.36894149999999,21.3168482,Sweden,Västerbotten County
KZ52-MX5,gummark skelleftea västerbotten sweden,SKELLEFTEÅ,64.6743104,20.801383,Sweden,Västerbotten County
KZ57-GBM,kallhögen vännäs sweden,VÄNNÄS,63.8502639,19.7625095,Sweden,Västerbottens län
KZ58-18Z,svannäs åsele västerbotten sweden,ÅSELE,None,None,None,
KZ5T-SNW,söderliden burträsk västerbotten sverige,BURTRÄSK,64.52103939999999,20.6557854,Sweden,Västerbottens län
KZ61-NCN,gravua umea lfs västerbotten sweden,UMEÅ LANDS,63.8293747,20.2896538,Sweden,Västerbottens län
KZ62-GMY,lilltraskudden sorsele västerbotten sweden,SORSELE,65.323061,17.957479,Sweden,Västerbottens län
KZ6L-5BX,gagsmark skelleftea västerbotten sweden,SKELLEFTEÅ,65.1190787,21.2101454,Sweden,Västerbotten County
KZ6X-5DJ,brattfors nordmaling västerbottenn sweden,NORDMALING,63.63915259999999,19.6214907,Sweden,Västerbotten County
KZ74-4X9,sikfors burträsk västerbotten sweden,BURTRÄSK,None,None,None,
KZ75-VB8,holmsund burtrask västerbotten sweden,ÖRTRÄSK,None,None,None,
KZ84-XX6,björkås lycksele västerbotten sweden,LYCKSELE,None,None,None,
KZ8B-48R,byske västerbottenon sweden,BYSKE,64.9534634,21.2041599,Sweden,Västerbotten County
KZ8F-3F9,iltjaur sorsele västerbotten sweden,SORSELE,65.55,16.9833334,Sweden,Västerbottens län
KZ8L-Q44,bäcken gumboda nysätra västerbotten sverige,NYSÄTRA (AC-län),64.233333,21.016667,Sweden,Västerbotten County
KZ8N-JRT,trehörningen västerbotten sweden,Not identified,64.0109037,20.1723436,Sweden,Västerbotten County
KZ98-6L7,brännland umeå västerbotten sweden,UMEÅ LANDS,63.8796695,20.0554473,Sweden,Västerbotten County
KZ9J-566,stennäs fredrika västerbotten sverige,FREDRIKA,None,None,None,
KZ9L-XBJ,kalvträsk burträsk västerbotten sweden,BURTRÄSK,None,None,None,
KZ9M-NZH,källbäck västerbotten sverige,Not identified,64.4986237,19.0483902,Sweden,Västerbotten County
KZ9Y-LHG,torrböle västerbotten sweden,Not identified,63.7068011,19.58991,Sweden,Västerbotten County
KZB1-VCT,strandfors västerbotten sweden,Not identified,64.26453900000001,20.9529371,Sweden,Västerbotten County
KZB2-32G,umea vasterbotton sweden,UMEÅ LANDS,63.8258471,20.2630354,Sweden,Västerbotten County
KZB2-T8Q,kokträsk malå västerbotten sweden,MALÅ,65.33128169999999,18.8033088,Sweden,Västerbotten County
KZCG-QNZ,stöcke umeå västerbotten sweden,UMEÅ LANDS,63.74071619999999,20.2296324,Sweden,Västerbotten County
KZCP-F9W,bjurträsk lycksele västerbotten sverige,LYCKSELE,64.5668823,17.9278272,Sweden,Västerbotten County
KZD4-GLP,bjurtrask lycksele västerbotten sweden,ÖRTRÄSK,64.5668823,17.9278272,Sweden,Västerbotten County
KZD9-66V,bygdea sweden,BYGDEÅ,64.0590498,20.8544517,Sweden,Västerbotten County
KZDP-BLL,högbäck västerbotten sweden,Not identified,63.92243,19.6079911,Sweden,Västerbottens län
KZDS-FMX,hedensbyn skellefteå lfs västerbotten sweden,SKELLEFTEÅ,64.7517451,20.918945,Sweden,Västerbottens län
KZDT-N48,strom vasterbottons land sweden,Not identified,63.71666699999999,20.2166671,Sweden,Västerbotten County
KZF5-KBM,baggbole umea lands västerbotten sweden,UMEÅ LANDS,63.839012,20.1319863,Sweden,Västerbotten County
KZF6-8T8,umsjoliden degerfors västerbotten sweden,DEGEFORS,64.2,19.716667,Sweden,Västerbotten County
KZFK-SYH,taftea umea landskommun västerbotten sweden,UMEÅ LANDS,63.8373401,20.4834166,Sweden,Västerbotten County
KZFL-GQ4,rismyrliden vilhelmina västerbotten sweden,VILHELMINA,64.5088352,17.3080327,Sweden,Västerbotten County
KZFW-S47,håknäs nordmaling västerbotten sverige,NORDMALING,63.57241329999999,19.6650323,Sweden,Västerbotten County
KZG7-7P6,råberg edsleskog älvsborgs sweden,Not identified,64.52928299999999,17.7220265,Sweden,Västerbotten County
KZGD-226,bensbyn skellefteå västerbotten sweden,SKELLEFTEÅ,None,None,None,
KZGG-NKN,hössjön umeå västerbotten sweden,UMEÅ LANDS,63.78633720000001,19.8625022,Sweden,Västerbotten County
